sale_id,date_key,customer_key,product_key,region_key,quantity,unit_price,unit_cost
345,2024-02-16,204,18,3,3,96.29,125.95
346,2024-02-17,6,21,4,2,101.64,31.2
347,2024-02-17,194,22,5,1,306.67,55.26
348,2024-02-17,78,13,1,4,405.4,102.7
349,2024-02-17,204,4,3,2,300.97,58.8
350,2024-02-17,185,22,4,6,306.67,55.26
351,2024-02-17,8,3,2,2,133.31,78.24
352,2024-02-17,178,8,5,6,331.43,105.62
353,2024-02-17,111,30,4,1,139.33,10.04
354,2024-02-17,175,20,3,4,172.95,87.87
355,2024-02-17,160,6,1,2,497.78,68.34
356,2024-02-17,114,3,3,1,133.31,78.24
357,2024-02-17,21,19,4,6,284.21,76.27
358,2024-02-18,157,14,1,1,248.64,22.76
359,2024-02-18,124,5,4,6,131.48,120.09
360,2024-02-18,231,14,4,5,248.64,22.76
361,2024-02-18,36,7,5,6,479.25,69.07
362,2024-02-18,1,28,1,1,215.58,68.69
363,2024-02-18,188,19,4,6,284.21,76.27
364,2024-02-18,89,24,5,2,348.01,59.36
365,2024-02-18,51,25,1,3,494.77,64.02
366,2024-02-18,160,25,1,6,494.77,64.02
367,2024-02-18,222,25,1,5,494.77,64.02
368,2024-02-19,46,10,3,4,284.96,70.7
369,2024-02-19,185,12,4,4,132.74,130.55
370,2024-02-19,184,3,5,5,133.31,78.24
371,2024-02-19,197,9,2,5,412.4,27.45
372,2024-02-20,108,15,2,3,90.15,54.48
373,2024-02-20,11,21,4,4,101.64,31.2
374,2024-02-20,14,8,2,2,331.43,105.62
375,2024-02-20,231,10,4,4,284.96,70.7
376,2024-02-20,177,21,5,4,101.64,31.2
377,2024-02-20,20,28,4,3,215.58,68.69
378,2024-02-20,184,21,5,5,101.64,31.2
379,2024-02-20,99,12,2,6,132.74,130.55
380,2024-02-20,137,21,2,1,101.64,31.2
381,2024-02-20,220,20,4,1,172.95,87.87
382,2024-02-20,58,10,3,4,284.96,70.7
383,2024-02-21,109,25,3,1,494.77,64.02
384,2024-02-21,228,28,1,3,215.58,68.69
385,2024-02-21,217,1,4,2,324.8,105.02
386,2024-02-21,142,11,2,4,109.72,75.28
387,2024-02-21,222,1,1,6,324.8,105.02
388,2024-02-21,169,23,3,2,51.51,19.97
389,2024-02-21,80,26,4,3,255.64,133.06
390,2024-02-22,101,15,3,1,90.15,54.48
391,2024-02-22,90,5,1,1,131.48,120.09
392,2024-02-22,37,7,5,6,479.25,69.07
393,2024-02-22,34,6,4,4,497.78,68.34
394,2024-02-23,115,26,2,5,255.64,133.06
395,2024-02-23,67,4,5,4,300.97,58.8
396,2024-02-23,145,19,5,2,284.21,76.27
397,2024-02-23,10,5,4,3,131.48,120.09
398,2024-02-23,112,3,4,1,133.31,78.24
399,2024-02-23,203,10,3,3,284.96,70.7
400,2024-02-23,71,21,4,1,101.64,31.2
401,2024-02-23,94,7,5,2,479.25,69.07
402,2024-02-23,129,20,4,4,172.95,87.87
403,2024-02-23,84,30,5,2,139.33,10.04
404,2024-02-23,73,16,5,1,478.16,47.34
405,2024-02-23,79,28,4,2,215.58,68.69
406,2024-02-24,197,29,2,2,45.04,126.36
407,2024-02-24,156,14,1,4,248.64,22.76
408,2024-02-24,168,1,5,3,324.8,105.02
409,2024-02-24,141,26,1,3,255.64,133.06
410,2024-02-24,100,7,4,5,479.25,69.07
411,2024-02-24,139,13,1,4,405.4,102.7
412,2024-02-24,41,21,5,6,101.64,31.2
413,2024-02-24,221,26,4,2,255.64,133.06
414,2024-02-24,245,3,2,4,133.31,78.24
415,2024-02-25,185,12,4,4,132.74,130.55
416,2024-02-25,236,4,3,5,300.97,58.8
417,2024-02-25,207,28,4,3,215.58,68.69
418,2024-02-25,31,20,4,3,172.95,87.87
419,2024-02-25,50,7,5,6,479.25,69.07
420,2024-02-25,180,21,2,1,101.64,31.2
421,2024-02-25,60,3,3,1,133.31,78.24
422,2024-02-25,159,21,4,3,101.64,31.2
423,2024-02-25,233,2,4,4,247.83,148.51
424,2024-02-25,26,25,4,5,494.77,64.02
425,2024-02-26,131,17,2,5,252.54,51.1
426,2024-02-26,238,17,2,1,252.54,51.1
427,2024-02-26,56,27,5,3,138.02,140.76
428,2024-02-26,244,26,2,5,255.64,133.06
429,2024-02-26,113,26,4,1,255.64,133.06
430,2024-02-26,186,12,2,5,132.74,130.55
431,2024-02-26,242,21,3,4,101.64,31.2
432,2024-02-26,234,30,1,2,139.33,10.04
433,2024-02-27,213,1,3,2,324.8,105.02
434,2024-02-27,134,17,3,4,252.54,51.1
435,2024-02-27,250,26,5,2,255.64,133.06
436,2024-02-27,205,15,2,2,90.15,54.48
437,2024-02-27,53,9,3,2,412.4,27.45
438,2024-02-27,64,27,4,2,138.02,140.76
439,2024-02-27,247,5,4,3,131.48,120.09
440,2024-02-27,206,12,4,6,132.74,130.55
441,2024-02-27,145,6,5,4,497.78,68.34
442,2024-02-28,233,16,4,1,478.16,47.34
443,2024-02-28,143,25,1,1,494.77,64.02
444,2024-02-28,63,28,1,4,215.58,68.69
445,2024-02-28,212,19,4,1,284.21,76.27
446,2024-02-28,28,15,3,3,90.15,54.48
447,2024-02-28,92,6,3,4,497.78,68.34
448,2024-02-28,238,8,2,5,331.43,105.62
449,2024-02-28,246,19,4,5,284.21,76.27
450,2024-02-28,197,22,2,4,306.67,55.26
451,2024-02-28,31,6,4,3,497.78,68.34
452,2024-02-28,149,2,3,1,247.83,148.51
453,2024-02-29,3,21,4,5,101.64,31.2
454,2024-02-29,236,28,3,2,215.58,68.69
455,2024-02-29,169,1,3,2,324.8,105.02
456,2024-02-29,180,10,2,3,284.96,70.7
457,2024-02-29,85,10,3,5,284.96,70.7
458,2024-02-29,190,18,5,2,96.29,125.95
459,2024-02-29,63,23,1,5,51.51,19.97
460,2024-02-29,82,9,4,6,412.4,27.45
461,2024-02-29,185,13,4,5,405.4,102.7
462,2024-03-01,8,12,2,5,132.74,130.55
463,2024-03-01,177,25,5,6,494.77,64.02
464,2024-03-01,120,14,3,3,248.64,22.76
465,2024-03-02,135,20,4,3,172.95,87.87
466,2024-03-02,84,4,5,3,300.97,58.8
467,2024-03-02,234,2,1,5,247.83,148.51
468,2024-03-02,120,15,3,6,90.15,54.48
469,2024-03-03,57,13,1,1,405.4,102.7
470,2024-03-03,61,3,4,1,133.31,78.24
471,2024-03-03,33,1,2,1,324.8,105.02
472,2024-03-03,125,2,4,6,247.83,148.51
473,2024-03-03,117,23,3,6,51.51,19.97
474,2024-03-03,243,19,5,3,284.21,76.27
475,2024-03-03,103,30,2,4,139.33,10.04
476,2024-03-04,111,27,4,6,138.02,140.76
477,2024-03-04,211,30,4,2,139.33,10.04
478,2024-03-04,224,5,5,5,131.48,120.09
479,2024-03-04,146,4,4,2,300.97,58.8
480,2024-03-04,240,18,3,5,96.29,125.95
481,2024-03-04,24,27,1,5,138.02,140.76
482,2024-03-04,128,8,3,3,331.43,105.62
483,2024-03-04,57,8,1,6,331.43,105.62
484,2024-03-04,9,3,5,6,133.31,78.24
485,2024-03-05,58,14,3,6,248.64,22.76
486,2024-03-05,101,13,3,1,405.4,102.7
487,2024-03-05,63,28,1,3,215.58,68.69
488,2024-03-05,175,17,3,4,252.54,51.1
489,2024-03-06,140,5,5,1,131.48,120.09
490,2024-03-06,112,15,4,5,90.15,54.48
491,2024-03-06,3,8,4,5,331.43,105.62
492,2024-03-06,237,5,4,1,131.48,120.09
493,2024-03-06,249,4,3,4,300.97,58.8
494,2024-03-07,21,3,4,5,133.31,78.24
495,2024-03-07,13,16,5,4,478.16,47.34
496,2024-03-07,70,1,1,2,324.8,105.02
497,2024-03-07,244,25,2,1,494.77,64.02
498,2024-03-07,155,8,3,6,331.43,105.62
499,2024-03-07,235,5,1,1,131.48,120.09
500,2024-03-07,134,24,3,3,348.01,59.36
501,2024-03-07,169,10,3,6,284.96,70.7
502,2024-03-07,121,17,1,2,252.54,51.1
503,2024-03-07,236,8,3,1,331.43,105.62
504,2024-03-08,206,19,4,4,284.21,76.27
505,2024-03-08,126,10,1,6,284.96,70.7
506,2024-03-08,122,20,5,4,172.95,87.87
507,2024-03-09,174,7,4,6,479.25,69.07
508,2024-03-09,156,28,1,5,215.58,68.69
509,2024-03-09,93,19,2,6,284.21,76.27
510,2024-03-09,87,27,4,3,138.02,140.76
511,2024-03-09,122,20,5,3,172.95,87.87
512,2024-03-09,209,21,2,5,101.64,31.2
513,2024-03-09,127,18,2,1,96.29,125.95
514,2024-03-09,233,29,4,2,45.04,126.36
515,2024-03-09,152,7,1,3,479.25,69.07
516,2024-03-09,22,18,2,3,96.29,125.95
517,2024-03-09,41,10,5,4,284.96,70.7
518,2024-03-10,204,17,3,5,252.54,51.1
519,2024-03-10,23,4,1,5,300.97,58.8
520,2024-03-10,100,30,4,2,139.33,10.04
521,2024-03-10,75,21,2,4,101.64,31.2
522,2024-03-10,96,15,3,5,90.15,54.48
523,2024-03-10,238,26,2,5,255.64,133.06
524,2024-03-10,47,1,3,1,324.8,105.02
525,2024-03-11,98,27,4,1,138.02,140.76
526,2024-03-11,229,24,3,4,348.01,59.36
527,2024-03-11,22,6,2,6,497.78,68.34
528,2024-03-11,89,16,5,5,478.16,47.34
529,2024-03-11,212,14,4,5,248.64,22.76
530,2024-03-12,118,6,2,1,497.78,68.34
531,2024-03-12,32,26,5,3,255.64,133.06
532,2024-03-12,78,17,1,1,252.54,51.1
533,2024-03-12,226,28,2,4,215.58,68.69
534,2024-03-12,57,27,1,3,138.02,140.76
535,2024-03-12,200,11,2,1,109.72,75.28
536,2024-03-12,214,8,5,1,331.43,105.62
537,2024-03-12,47,27,3,1,138.02,140.76
538,2024-03-12,50,1,5,4,324.8,105.02
539,2024-03-13,19,12,2,1,132.74,130.55
540,2024-03-13,228,9,1,3,412.4,27.45
541,2024-03-13,180,23,2,3,51.51,19.97
542,2024-03-13,45,3,4,4,133.31,78.24
543,2024-03-13,231,23,4,2,51.51,19.97
544,2024-03-13,17,18,1,3,96.29,125.95
545,2024-03-13,47,14,3,3,248.64,22.76
546,2024-03-13,191,2,4,2,247.83,148.51
547,2024-03-13,166,16,1,1,478.16,47.34
548,2024-03-13,168,25,5,4,494.77,64.02
549,2024-03-13,12,30,2,2,139.33,10.04
550,2024-03-13,26,18,4,3,96.29,125.95
551,2024-03-14,15,24,1,4,348.01,59.36
552,2024-03-14,58,30,3,1,139.33,10.04
553,2024-03-14,122,23,5,2,51.51,19.97
554,2024-03-14,214,7,5,4,479.25,69.07
555,2024-03-15,170,26,5,5,255.64,133.06
556,2024-03-15,50,25,5,3,494.77,64.02
557,2024-03-15,207,18,4,4,96.29,125.95
